ln_fn_by,ln_fn_dob,patient_last_name,patient_first_name,patient_dob,patient_birth_year,estimated_dob,estimated_birth_year,combined_dob,combined_birth_year
RADJENOVIC TIJANA 1996,RADJENOVIC TIJANA 1996-06-25,RADJENOVIC,TIJANA,1996-06-25,1996,1996-09-06,1996,1996-06-25,1996
RADJENOVIC MIROSLAV 1964,RADJENOVIC MIROSLAV 1964-02-12,RADJENOVIC,MIROSLAV,1964-02-12,1964,1965-01-16,1965,1964-02-12,1964
RAE ALEXANDER 1966,RAE ALEXANDER 1966-01-03,RAE,ALEXANDER,1966-01-03,1966,1966-05-31,1966,1966-01-03,1966
RAE ALEXANDER 1966,RAE ALEXANDER 1966-01-03,RAE,ALEXANDER,1966-01-03,1966,1966-03-11,1966,1966-01-03,1966
RAE ALEXANDER 1966,RAE ALEXANDER 1966-01-03,RAE,ALEXANDER,1966-01-03,1966,1966-04-14,1966,1966-01-03,1966
RAFFA REBECCA 1992,RAFFA REBECCA 1992-09-28,RAFFA,REBECCA,1992-09-28,1992,1993-02-19,1993,1992-09-28,1992
RAFFA NAOM 1995,RAFFA NAOM 1995-09-20,RAFFA,NAOM,1995-09-20,1995,1996-05-09,1996,1995-09-20,1995
RAFFERTY PATRICIA 1933,RAFFERTY PATRICIA 1933-11-18,RAFFERTY,PATRICIA,1933-11-18,1933,1934-09-13,1934,1933-11-18,1933
RAGAN JERRY 1961,RAGAN JERRY 1961-04-29,RAGAN,JERRY,1961-04-29,1961,1961-09-17,1961,1961-04-29,1961
RAGGSDALE CHRISTA 1987,RAGGSDALE CHRISTA 1987-04-04,RAGGSDALE,CHRISTA,1987-04-04,1987,1988-03-20,1988,1987-04-04,1987
RAGLAND ESTELLA 1940,RAGLAND ESTELLA 1940-01-20,RAGLAND,ESTELLA,1940-01-20,1940,1940-08-04,1940,1940-01-20,1940
RAGLAND NAYAH 2003,RAGLAND NAYAH 2003-02-08,RAGLAND,NAYAH,NULL,NULL,2003-02-08,2003,2003-02-08,2003
RAGLAND WANDA 1957,RAGLAND WANDA 1957-04-29,RAGLAND,WANDA,1957-04-29,1957,1958-01-12,1958,1957-04-29,1957
RAGLAND ESTELLA 1940,RAGLAND ESTELLA 1940-01-20,RAGLAND,ESTELLA,1940-01-20,1940,1940-05-12,1940,1940-01-20,1940
RAGLAND RALEIGH 1935,RAGLAND RALEIGH 1935-12-24,RAGLAND,RALEIGH,1935-12-24,1935,1936-02-14,1936,1935-12-24,1935
RAGLIN SHANELL 1980,RAGLIN SHANELL 1980-01-27,RAGLIN,SHANELL,1980-01-27,1980,1980-11-19,1980,1980-01-27,1980
RAGO JOSEPH 1925,RAGO JOSEPH 1925-12-25,RAGO,JOSEPH,1925-12-25,1925,1926-12-12,1926,1925-12-25,1925
RAGSDALE BERKLEY 2014,RAGSDALE BERKLEY 2014-06-27,RAGSDALE,BERKLEY,2014-06-27,2014,2015-03-24,2015,2014-06-27,2014
RAGSDALE NINA 1940,RAGSDALE NINA 1940-09-25,RAGSDALE,NINA,1940-09-25,1940,1941-06-11,1941,1940-09-25,1940
RAGSDALE KRISTA 1987,RAGSDALE KRISTA 1987-04-04,RAGSDALE,KRISTA,1987-04-04,1987,1987-08-10,1987,1987-04-04,1987
RAHIM ZAYAAN 2020,RAHIM ZAYAAN 2020-12-23,RAHIM,ZAYAAN,2020-12-23,2020,2020-12-23,2020,2020-12-23,2020
RAHIMI RAHIMOLLAH 1933,RAHIMI RAHIMOLLAH 1933-06-06,RAHIMI,RAHIMOLLAH,1933-06-06,1933,1933-10-10,1933,1933-06-06,1933
RAHIMI ZAHARA 1976,RAHIMI ZAHARA 1976-03-22,RAHIMI,ZAHARA,1976-03-22,1976,1976-11-23,1976,1976-03-22,1976
RAHM PAXTEN 2019,RAHM PAXTEN 2019-11-05,RAHM,PAXTEN,2019-11-05,2019,2019-12-13,2019,2019-11-05,2019
RAHMAN AZEEZ 1949,RAHMAN AZEEZ 1949-11-01,RAHMAN,AZEEZ,1949-11-01,1949,1949-11-28,1949,1949-11-01,1949
RAHMAN EBEID 1990,RAHMAN EBEID 1990-07-11,RAHMAN,EBEID,1990-07-11,1990,1990-07-21,1990,1990-07-11,1990
RAHMAN KHALEDA 1941,RAHMAN KHALEDA 1941-03-31,RAHMAN,KHALEDA,1941-03-31,1941,1941-06-16,1941,1941-03-31,1941
RAHMATTULLAH JAVED 1952,RAHMATTULLAH JAVED 1952-01-15,RAHMATTULLAH,JAVED,1952-01-15,1952,1952-02-07,1952,1952-01-15,1952
RAHMATULLAH JAVED 1952,RAHMATULLAH JAVED 1952-01-15,RAHMATULLAH,JAVED,1952-01-15,1952,1953-01-14,1953,1952-01-15,1952
RAHMATULLAH JAVED 1952,RAHMATULLAH JAVED 1952-01-15,RAHMATULLAH,JAVED,1952-01-15,1952,1953-01-26,1953,1952-01-15,1952
RAHMATULLAH JAVED 1952,RAHMATULLAH JAVED 1952-01-15,RAHMATULLAH,JAVED,1952-01-15,1952,1952-12-24,1952,1952-01-15,1952
RAHN CHRISTY 1970,RAHN CHRISTY 1970-09-09,RAHN,CHRISTY,1970-09-09,1970,1971-07-22,1971,1970-09-09,1970
RAHN VIDA 1960,RAHN VIDA 1960-02-13,RAHN,VIDA,1960-02-13,1960,1960-06-24,1960,1960-02-13,1960
RAIFORD RIKKI 1995,RAIFORD RIKKI 1995-01-30,RAIFORD,RIKKI,1995-01-30,1995,1995-12-31,1995,1995-01-30,1995
RAINES PEGGY 1945,RAINES PEGGY 1945-07-16,RAINES,PEGGY,1945-07-16,1945,1946-02-10,1946,1945-07-16,1945
RAINEY RAJEENE 1979,RAINEY RAJEENE 1979-03-29,RAINEY,RAJEENE,1979-03-29,1979,1979-11-11,1979,1979-03-29,1979
RAINEY GEARLDINE 1945,RAINEY GEARLDINE 1945-10-28,RAINEY,GEARLDINE,1945-10-28,1945,1945-11-17,1945,1945-10-28,1945
RAINEY PATRICIA 1941,RAINEY PATRICIA 1941-02-08,RAINEY,PATRICIA,1941-02-08,1941,1941-12-08,1941,1941-02-08,1941
RAINEY PHYLLIS 1954,RAINEY PHYLLIS 1954-03-17,RAINEY,PHYLLIS,1954-03-17,1954,1955-01-04,1955,1954-03-17,1954
RAINONE ADELE 1946,RAINONE ADELE 1946-07-24,RAINONE,ADELE,1946-07-24,1946,1947-02-06,1947,1946-07-24,1946
RAINWATER BETTY 1934,RAINWATER BETTY 1934-02-04,RAINWATER,BETTY,1934-02-04,1934,1934-03-04,1934,1934-02-04,1934
RAINWATER RONALD 1942,RAINWATER RONALD 1942-04-30,RAINWATER,RONALD,1942-04-30,1942,1942-09-22,1942,1942-04-30,1942
RAKES VALERIE 1952,RAKES VALERIE 1952-08-03,RAKES,VALERIE,1952-08-03,1952,1953-04-01,1953,1952-08-03,1952
RAKESTRAW ELIZIE 1968,RAKESTRAW ELIZIE 1968-10-05,RAKESTRAW,ELIZIE,1968-10-05,1968,1969-06-23,1969,1968-10-05,1968
RAKESTRAW MARION 1958,RAKESTRAW MARION 1958-01-21,RAKESTRAW,MARION,1958-01-21,1958,1958-02-24,1958,1958-01-21,1958
RALEY HOWARD 1926,RALEY HOWARD 1926-07-02,RALEY,HOWARD,1926-07-02,1926,1926-10-29,1926,1926-07-02,1926
RALEY JOYCE 1933,RALEY JOYCE 1933-08-10,RALEY,JOYCE,1933-08-10,1933,1934-01-12,1934,1933-08-10,1933
RALSTON MARY 1936,RALSTON MARY 1936-12-25,RALSTON,MARY,1936-12-25,1936,1937-09-25,1937,1936-12-25,1936
RAMAGE LILLIE 1957,RAMAGE LILLIE 1957-06-18,RAMAGE,LILLIE,1957-06-18,1957,1958-03-05,1958,1957-06-18,1957
RAMALES HERLINDA 1989,RAMALES HERLINDA 1989-12-12,RAMALES,HERLINDA,1989-12-12,1989,1990-12-06,1990,1989-12-12,1989
RAMBO CATHY 1950,RAMBO CATHY 1950-05-25,RAMBO,CATHY,1950-05-25,1950,1951-05-01,1951,1950-05-25,1950
RAMEAU XAVIER 2021,RAMEAU XAVIER 2021-09-16,RAMEAU,XAVIER,2021-09-16,2021,2021-09-16,2021,2021-09-16,2021
RAMER JAMES 1933,RAMER JAMES 1933-04-21,RAMER,JAMES,1933-04-21,1933,1934-01-19,1934,1933-04-21,1933
RAMERES ARTURO 1992,RAMERES ARTURO 1992-12-23,RAMERES,ARTURO,1992-12-23,1992,1993-06-24,1993,1992-12-23,1992
RAMERO TABITHA 1983,RAMERO TABITHA 1983-08-19,RAMERO,TABITHA,1983-08-19,1983,1984-08-25,1984,1983-08-19,1983
RAMESSAR RABHANDRA 1975,RAMESSAR RABHANDRA 1975-09-22,RAMESSAR,RABHANDRA,1975-09-22,1975,1975-11-22,1975,1975-09-22,1975
RAMEY NELSON 1962,RAMEY NELSON 1962-09-14,RAMEY,NELSON,1962-09-14,1962,1963-01-12,1963,1962-09-14,1962
RAMIREC VICTOR 1998,RAMIREC VICTOR 1998-02-26,RAMIREC,VICTOR,1998-02-26,1998,1998-11-15,1998,1998-02-26,1998
RAMIREZ KARMINA 1942,RAMIREZ KARMINA 1942-07-13,RAMIREZ,KARMINA,1942-07-13,1942,1942-10-02,1942,1942-07-13,1942
RAMIREZ ALFREDO 1979,RAMIREZ ALFREDO 1979-08-28,RAMIREZ,ALFREDO,1979-08-28,1979,1980-07-22,1980,1979-08-28,1979
RAMIREZ ANNE 2001,RAMIREZ ANNE 2001-08-10,RAMIREZ,ANNE,2001-08-10,2001,2001-09-03,2001,2001-08-10,2001
RAMIREZ BRISDELYN 1997,RAMIREZ BRISDELYN 1997-09-01,RAMIREZ,BRISDELYN,1997-09-01,1997,1998-05-07,1998,1997-09-01,1997
RAMIREZ JANET 2000,RAMIREZ JANET 2000-01-04,RAMIREZ,JANET,2000-01-04,2000,2000-10-02,2000,2000-01-04,2000
RAMIREZ MARIE 1980,RAMIREZ MARIE 1980-12-01,RAMIREZ,MARIE,1980-12-01,1980,1981-07-05,1981,1980-12-01,1980
RAMIREZ ROSALVA 1985,RAMIREZ ROSALVA 1985-03-31,RAMIREZ,ROSALVA,1985-03-31,1985,1985-12-06,1985,1985-03-31,1985
RAMIREZ SAN JUANIT 1976,RAMIREZ SAN JUANIT 1976-07-07,RAMIREZ,SAN JUANIT,1976-07-07,1976,1977-04-18,1977,1976-07-07,1976
RAMIREZ ELAINE 1968,RAMIREZ ELAINE 1968-08-08,RAMIREZ,ELAINE,1968-08-08,1968,1968-09-15,1968,1968-08-08,1968
RAMIREZ JANET 1982,RAMIREZ JANET 1982-12-09,RAMIREZ,JANET,1982-12-09,1982,1983-04-18,1983,1982-12-09,1982
RAMIREZ JR. ABRAHAM 1971,RAMIREZ JR. ABRAHAM 1971-03-10,RAMIREZ JR.,ABRAHAM,1971-03-10,1971,1971-12-04,1971,1971-03-10,1971
RAMIREZ OCAMPO NICOLAS 1996,RAMIREZ OCAMPO NICOLAS 1996-11-18,RAMIREZ OCAMPO,NICOLAS,1996-11-18,1996,1997-02-26,1997,1996-11-18,1996
RAMIREZ-SALINAS RODOLFO 1961,RAMIREZ-SALINAS RODOLFO 1961-09-12,RAMIREZ-SALINAS,RODOLFO,1961-09-12,1961,1961-12-13,1961,1961-09-12,1961
RAMIREZ-SALIZAR JESSICA 1995,RAMIREZ-SALIZAR JESSICA 1995-10-13,RAMIREZ-SALIZAR,JESSICA,1995-10-13,1995,1996-03-21,1996,1995-10-13,1995
RAMOS JANITH 1984,RAMOS JANITH 1984-01-23,RAMOS,JANITH,1984-01-23,1984,1984-03-11,1984,1984-01-23,1984
RAMOS NINA 2013,RAMOS NINA 2013-08-26,RAMOS,NINA,2013-08-26,2013,2014-05-31,2014,2013-08-26,2013
RAMOS DESIRREE 1967,RAMOS DESIRREE 1967-05-17,RAMOS,DESIRREE,1967-05-17,1967,1968-03-06,1968,1967-05-17,1967
RAMOS MELISSA 1985,RAMOS MELISSA 1985-06-04,RAMOS,MELISSA,1985-06-04,1985,1985-09-15,1985,1985-06-04,1985
RAMOS ERINEO 1997,RAMOS ERINEO 1997-12-19,RAMOS,ERINEO,1997-12-19,1997,1998-02-24,1998,1997-12-19,1997
RAMOS NINO 1981,RAMOS NINO 1981-06-27,RAMOS,NINO,1981-06-27,1981,1982-06-08,1982,1981-06-27,1981
RAMOS PLAZA MARIA NELLY RUTH 1933,RAMOS PLAZA MARIA NELLY RUTH 1933-08-01,RAMOS PLAZA,MARIA NELLY RUTH,1933-08-01,1933,1934-02-11,1934,1933-08-01,1933
RAMPERSAUD MARVIN 1972,RAMPERSAUD MARVIN 1972-05-08,RAMPERSAUD,MARVIN,1972-05-08,1972,1973-05-06,1973,1972-05-08,1972
RAMPEY MERIDIAN 1999,RAMPEY MERIDIAN 1999-04-25,RAMPEY,MERIDIAN,1999-04-25,1999,2000-04-20,2000,1999-04-25,1999
RAMPLEY JAMES 1967,RAMPLEY JAMES 1967-09-13,RAMPLEY,JAMES,1967-09-13,1967,1968-02-11,1968,1967-09-13,1967
RAMSDELL DELANY 2001,RAMSDELL DELANY 2001-05-03,RAMSDELL,DELANY,2001-05-03,2001,2001-11-09,2001,2001-05-03,2001
RAMSEY BRANDY 1984,RAMSEY BRANDY 1984-05-07,RAMSEY,BRANDY,1984-05-07,1984,1984-07-11,1984,1984-05-07,1984
RAMSEY ELSIE 1935,RAMSEY ELSIE 1935-02-09,RAMSEY,ELSIE,1935-02-09,1935,1935-06-08,1935,1935-02-09,1935
RAMSEY MIRANDA 1989,RAMSEY MIRANDA 1989-04-16,RAMSEY,MIRANDA,1989-04-16,1989,1989-08-10,1989,1989-04-16,1989
RAMSEY JOSEPHINE 1928,RAMSEY JOSEPHINE 1928-01-19,RAMSEY,JOSEPHINE,1928-01-19,1928,1928-03-02,1928,1928-01-19,1928
RAMSEY JOSEPHINE 1928,RAMSEY JOSEPHINE 1928-01-19,RAMSEY,JOSEPHINE,1928-01-19,1928,1929-01-16,1929,1928-01-19,1928
RAMSEY RICKY 1958,RAMSEY RICKY 1958-07-31,RAMSEY,RICKY,1958-07-31,1958,1958-10-12,1958,1958-07-31,1958
RAMSEY CECELIA 1936,RAMSEY CECELIA 1936-07-08,RAMSEY,CECELIA,1936-07-08,1936,1937-01-20,1937,1936-07-08,1936
RAMSEY KAREN 1967,RAMSEY KAREN 1967-10-04,RAMSEY,KAREN,1967-10-04,1967,1968-08-15,1968,1967-10-04,1967
RAMSEY TODD 1970,RAMSEY TODD 1970-09-18,RAMSEY,TODD,1970-09-18,1970,1971-03-21,1971,1970-09-18,1970
RAMSEY JAMES 1994,RAMSEY JAMES 1994-09-17,RAMSEY,JAMES,1994-09-17,1994,1995-07-26,1995,1994-09-17,1994
RAMSEY KAREN 1967,RAMSEY KAREN 1967-10-04,RAMSEY,KAREN,1967-10-04,1967,1968-08-17,1968,1967-10-04,1967
RAMSEY LARRY 1962,RAMSEY LARRY 1962-05-13,RAMSEY,LARRY,1962-05-13,1962,1962-10-21,1962,1962-05-13,1962
RAMSEY MCKENZIE 2019,RAMSEY MCKENZIE 2019-11-22,RAMSEY,MCKENZIE,2019-11-22,2019,2020-04-24,2020,2019-11-22,2019
RAMSEY TERRENCE 1956,RAMSEY TERRENCE 1956-02-29,RAMSEY,TERRENCE,1956-02-29,1956,1956-04-16,1956,1956-02-29,1956
RAMSON CHRISTOPHER 1974,RAMSON CHRISTOPHER 1974-10-11,RAMSON,CHRISTOPHER,1974-10-11,1974,1975-08-22,1975,1974-10-11,1974
RAMSON CHRISTOPER 1974,RAMSON CHRISTOPER 1974-10-11,RAMSON,CHRISTOPER,1974-10-11,1974,1975-04-15,1975,1974-10-11,1974
RAMTHUN JENCE 2003,RAMTHUN JENCE 2003-03-29,RAMTHUN,JENCE,2003-03-29,2003,2003-05-22,2003,2003-03-29,2003
RANAE APRIL 1969,RANAE APRIL 1969-05-29,RANAE,APRIL,1969-05-29,1969,1970-05-15,1970,1969-05-29,1969
RANALLI BENARD 1957,RANALLI BENARD 1957-12-01,RANALLI,BENARD,1957-12-01,1957,1958-05-03,1958,1957-12-01,1957
RANALLI BERNARD 1957,RANALLI BERNARD 1957-12-01,RANALLI,BERNARD,1957-12-01,1957,1958-10-31,1958,1957-12-01,1957
RANCH SHAREEMA 1991,RANCH SHAREEMA 1991-07-16,RANCH,SHAREEMA,1991-07-16,1991,1991-11-11,1991,1991-07-16,1991
RANDALL BLAKE 1971,RANDALL BLAKE 1971-04-06,RANDALL,BLAKE,1971-04-06,1971,1971-09-03,1971,1971-04-06,1971
RANDALL KIANA 1998,RANDALL KIANA 1998-10-09,RANDALL,KIANA,1998-10-09,1998,1999-07-15,1999,1998-10-09,1998
RANDLE BLAKE 1971,RANDLE BLAKE 1971-04-06,RANDLE,BLAKE,1971-04-06,1971,1971-07-30,1971,1971-04-06,1971
RANDOLPH MICHAEL 1954,RANDOLPH MICHAEL 1954-01-06,RANDOLPH,MICHAEL,1954-01-06,1954,1954-02-17,1954,1954-01-06,1954
RANDOLPH PATRICIA 1936,RANDOLPH PATRICIA 1936-12-13,RANDOLPH,PATRICIA,1936-12-13,1936,1937-08-04,1937,1936-12-13,1936
RANGEL ALBERTA 1968,RANGEL ALBERTA 1968-05-30,RANGEL,ALBERTA,1968-05-30,1968,1968-07-06,1968,1968-05-30,1968
RANGER MELANIE 1955,RANGER MELANIE 1955-10-08,RANGER,MELANIE,1955-10-08,1955,1956-08-18,1956,1955-10-08,1955
RANGUNA SONNIA 1982,RANGUNA SONNIA 1982-12-10,RANGUNA,SONNIA,1982-12-10,1982,1983-09-27,1983,1982-12-10,1982
RANKIN EDWARD 1948,RANKIN EDWARD 1948-03-24,RANKIN,EDWARD,1948-03-24,1948,1948-09-17,1948,1948-03-24,1948
RANSOME MYIA 1998,RANSOME MYIA 1998-05-24,RANSOME,MYIA,1998-05-24,1998,1998-10-12,1998,1998-05-24,1998
RANSOME RICHARD 1974,RANSOME RICHARD 1974-01-18,RANSOME,RICHARD,1974-01-18,1974,1974-04-28,1974,1974-01-18,1974
RAPOSA STEPHAN 1961,RAPOSA STEPHAN 1961-10-05,RAPOSA,STEPHAN,1961-10-05,1961,1962-08-29,1962,1961-10-05,1961
RAPP JAMES 1964,RAPP JAMES 1964-03-10,RAPP,JAMES,1964-03-10,1964,1964-09-20,1964,1964-03-10,1964
RAPP JAMES 1964,RAPP JAMES 1964-03-10,RAPP,JAMES,1964-03-10,1964,1964-10-25,1964,1964-03-10,1964
RAPP JAMES 1964,RAPP JAMES 1964-03-10,RAPP,JAMES,1964-03-10,1964,1964-12-02,1964,1964-03-10,1964
RAPP JANETTE 1954,RAPP JANETTE 1954-11-02,RAPP,JANETTE,1954-11-02,1954,1955-01-31,1955,1954-11-02,1954
RAPP JAMES 1964,RAPP JAMES 1964-03-10,RAPP,JAMES,1964-03-10,1964,1964-12-11,1964,1964-03-10,1964
RAPP PATRICIA 1940,RAPP PATRICIA 1940-12-01,RAPP,PATRICIA,1940-12-01,1940,1941-09-28,1941,1940-12-01,1940
RAPTIS MARY 1955,RAPTIS MARY 1955-11-28,RAPTIS,MARY,1955-11-28,1955,1956-02-23,1956,1955-11-28,1955
RAPU AMAKA 1979,RAPU AMAKA 1979-11-14,RAPU,AMAKA,1979-11-14,1979,1979-12-29,1979,1979-11-14,1979
RASEKH MINA 1950,RASEKH MINA 1950-11-08,RASEKH,MINA,1950-11-08,1950,1951-02-03,1951,1950-11-08,1950
RASEKH MINA 1950,RASEKH MINA 1950-11-08,RASEKH,MINA,1950-11-08,1950,1951-09-14,1951,1950-11-08,1950
RASEKH MINA 1950,RASEKH MINA 1950-11-08,RASEKH,MINA,1950-11-08,1950,1951-09-17,1951,1950-11-08,1950
RASHEED AQEEL 1983,RASHEED AQEEL 1983-08-16,RASHEED,AQEEL,1983-08-16,1983,1983-09-03,1983,1983-08-16,1983
RASTOGI ISHA 2001,RASTOGI ISHA 2001-11-19,RASTOGI,ISHA,2001-11-19,2001,2002-11-08,2002,2001-11-19,2001
RATCHKOVSKI RANGUEL 1972,RATCHKOVSKI RANGUEL 1972-08-17,RATCHKOVSKI,RANGUEL,1972-08-17,1972,1972-09-20,1972,1972-08-17,1972
RATHBUN LARRY 1948,RATHBUN LARRY 1948-03-23,RATHBUN,LARRY,1948-03-23,1948,1948-12-22,1948,1948-03-23,1948
RATHBURN LARRY 1948,RATHBURN LARRY 1948-03-23,RATHBURN,LARRY,1948-03-23,1948,1949-01-04,1949,1948-03-23,1948
RATILAF SILAS 2018,RATILAF SILAS 2018-05-24,RATILAF,SILAS,2018-05-24,2018,2018-11-15,2018,2018-05-24,2018
RATLIFF VALERIE 1956,RATLIFF VALERIE 1956-06-22,RATLIFF,VALERIE,1956-06-22,1956,1957-02-12,1957,1956-06-22,1956
RAU CURRAN 1937,RAU CURRAN 1937-06-15,RAU,CURRAN,1937-06-15,1937,1937-12-22,1937,1937-06-15,1937
RAU CURRAN 1937,RAU CURRAN 1937-06-15,RAU,CURRAN,1937-06-15,1937,1937-12-07,1937,1937-06-15,1937
RAU MARY 1938,RAU MARY 1938-12-19,RAU,MARY,1938-12-19,1938,1939-11-15,1939,1938-12-19,1938
RAUCH FRANZ 1940,RAUCH FRANZ 1940-06-18,RAUCH,FRANZ,1940-06-18,1940,1941-02-27,1941,1940-06-18,1940
RAUCH FRANZ 1940,RAUCH FRANZ 1940-06-18,RAUCH,FRANZ,1940-06-18,1940,1940-07-12,1940,1940-06-18,1940
RAUDA ALLISON 2020,RAUDA ALLISON 2020-09-29,RAUDA,ALLISON,2020-09-29,2020,2020-10-04,2020,2020-09-29,2020
RAUDA ALLISON 2020,RAUDA ALLISON 2020-09-29,RAUDA,ALLISON,2020-09-29,2020,2020-10-30,2020,2020-09-29,2020
RAUTON BILL 1959,RAUTON BILL 1959-03-07,RAUTON,BILL,1959-03-07,1959,1959-12-12,1959,1959-03-07,1959
RAVAL AARNA 2019,RAVAL AARNA 2019-12-13,RAVAL,AARNA,2019-12-13,2019,2019-12-28,2019,2019-12-13,2019
RAVEN NEAL 1939,RAVEN NEAL 1939-09-13,RAVEN,NEAL,1939-09-13,1939,1940-05-28,1940,1939-09-13,1939
RAVENELL JONATHAN 1954,RAVENELL JONATHAN 1954-11-08,RAVENELL,JONATHAN,1954-11-08,1954,1955-03-20,1955,1954-11-08,1954
RAWADJOUR POURANDOKH 1921,RAWADJOUR POURANDOKH 1921-01-22,RAWADJOUR,POURANDOKH,1921-01-22,1921,1921-02-23,1921,1921-01-22,1921
RAWLINGS JOHN 1948,RAWLINGS JOHN 1948-01-20,RAWLINGS,JOHN,1948-01-20,1948,1948-04-16,1948,1948-01-20,1948
RAWLS MARIE 1926,RAWLS MARIE 1926-10-14,RAWLS,MARIE,1926-10-14,1926,1927-01-03,1927,1926-10-14,1926
RAWLS CORNELIUS 1973,RAWLS CORNELIUS 1973-11-17,RAWLS,CORNELIUS,1973-11-17,1973,1974-03-19,1974,1973-11-17,1973
RAY MARGRET 1949,RAY MARGRET 1949-10-16,RAY,MARGRET,1949-10-16,1949,1950-06-21,1950,1949-10-16,1949
RAY YVONNE 1950,RAY YVONNE 1950-10-16,RAY,YVONNE,1950-10-16,1950,1951-07-15,1951,1950-10-16,1950
RAY DARIUS 1976,RAY DARIUS 1976-10-05,RAY,DARIUS,1976-10-05,1976,1977-08-23,1977,1976-10-05,1976
RAY ESMALDA 2007,RAY ESMALDA 2007-06-19,RAY,ESMALDA,2007-06-19,2007,2008-05-23,2008,2007-06-19,2007
RAY STEPHEN 1989,RAY STEPHEN 1989-01-15,RAY,STEPHEN,1989-01-15,1989,1989-04-26,1989,1989-01-15,1989
RAY CARLTON 1977,RAY CARLTON 1977-08-19,RAY,CARLTON,1977-08-19,1977,1977-12-21,1977,1977-08-19,1977
RAY CHRISTOPHER 1985,RAY CHRISTOPHER 1985-02-08,RAY,CHRISTOPHER,1985-02-08,1985,1985-03-01,1985,1985-02-08,1985
RAY DIANN 1961,RAY DIANN 1961-07-11,RAY,DIANN,1961-07-11,1961,1961-08-16,1961,1961-07-11,1961
RAY JACE 2021,RAY JACE 2021-02-09,RAY,JACE,2021-02-09,2021,2021-03-03,2021,2021-02-09,2021
RAY SHANIYAH 1999,RAY SHANIYAH 1999-10-20,RAY,SHANIYAH,1999-10-20,1999,2000-05-10,2000,1999-10-20,1999
RAY JANUARY 1953,RAY JANUARY 1953-10-23,RAY,JANUARY,1953-10-23,1953,1954-02-22,1954,1953-10-23,1953
RAY JUSTIN 1982,RAY JUSTIN 1982-08-05,RAY,JUSTIN,1982-08-05,1982,1983-07-15,1983,1982-08-05,1982
RAY LAUREN 2003,RAY LAUREN 2003-07-02,RAY,LAUREN,2003-07-02,2003,2003-08-09,2003,2003-07-02,2003
RAY STEPHEN 1989,RAY STEPHEN 1989-01-15,RAY,STEPHEN,1989-01-15,1989,1989-08-14,1989,1989-01-15,1989
RAY TANAYAH 1996,RAY TANAYAH 1996-07-08,RAY,TANAYAH,1996-07-08,1996,1996-07-26,1996,1996-07-08,1996
RAYE CHRISTINE 1973,RAYE CHRISTINE 1973-08-13,RAYE,CHRISTINE,1973-08-13,1973,1973-10-10,1973,1973-08-13,1973
RAYES YADILKA 1977,RAYES YADILKA 1977-10-21,RAYES,YADILKA,1977-10-21,1977,1978-09-24,1978,1977-10-21,1977
RAYMOND ERNEST 1970,RAYMOND ERNEST 1970-03-31,RAYMOND,ERNEST,1970-03-31,1970,1970-05-27,1970,1970-03-31,1970
RAYMOND EDWARD 1965,RAYMOND EDWARD 1965-07-30,RAYMOND,EDWARD,NULL,NULL,1965-07-30,1965,1965-07-30,1965
RAYMUNDO AMILDO 2007,RAYMUNDO AMILDO 2007-03-22,RAYMUNDO,AMILDO,2007-03-22,2007,2007-09-21,2007,2007-03-22,2007
RAYNES DOTTIE 1939,RAYNES DOTTIE 1939-04-21,RAYNES,DOTTIE,1939-04-21,1939,1940-01-12,1940,1939-04-21,1939
RAZAZY FATENEH 1933,RAZAZY FATENEH 1933-08-03,RAZAZY,FATENEH,1933-08-03,1933,1934-02-09,1934,1933-08-03,1933
RAZZAKBEDIVE SORDOR 1987,RAZZAKBEDIVE SORDOR 1987-09-20,RAZZAKBEDIVE,SORDOR,1987-09-20,1987,1988-08-22,1988,1987-09-20,1987
RAZZINI TONY 1940,RAZZINI TONY 1940-10-14,RAZZINI,TONY,1940-10-14,1940,1941-01-21,1941,1940-10-14,1940
READY TERRY 1967,READY TERRY 1967-06-01,READY,TERRY,1967-06-01,1967,1968-05-27,1968,1967-06-01,1967
REAGAN CHRISTINE 1989,REAGAN CHRISTINE 1989-09-09,REAGAN,CHRISTINE,1989-09-09,1989,1990-06-06,1990,1989-09-09,1989
REAGAN CLAUDE 1938,REAGAN CLAUDE 1938-04-22,REAGAN,CLAUDE,1938-04-22,1938,1938-12-09,1938,1938-04-22,1938
REAGAN JOHN 1958,REAGAN JOHN 1958-10-20,REAGAN,JOHN,1958-10-20,1958,1959-04-27,1959,1958-10-20,1958
REAGAN JOHN 1958,REAGAN JOHN 1958-10-20,REAGAN,JOHN,1958-10-20,1958,1959-09-21,1959,1958-10-20,1958
REAGAN DUANE 1939,REAGAN DUANE 1939-11-06,REAGAN,DUANE,1939-11-06,1939,1940-03-10,1940,1939-11-06,1939
REAGAN MARGRET 1925,REAGAN MARGRET 1925-11-29,REAGAN,MARGRET,1925-11-29,1925,1926-07-26,1926,1925-11-29,1925
REAGH WALTER 1947,REAGH WALTER 1947-01-27,REAGH,WALTER,1947-01-27,1947,1947-06-13,1947,1947-01-27,1947
REAGH WALTER 1947,REAGH WALTER 1947-01-27,REAGH,WALTER,1947-01-27,1947,1948-01-07,1948,1947-01-27,1947
